SSN,Disease_Type,Age_Group,Gender,State,Race,Smoking,Alcohol_Consumption,Education_Level,Insurance_Type,Exercise_Frequency,Diet_Quality,Sleep_Hours,Stress_Level,Occupation,Family_History,BMI_Category,Income_Level
334-95-1384,Colorectal Cancer,31-45,Male,Massachusetts,Native American,Former,Regular,Some college,Medicare,1-2 times/week,Excellent,7-8,Medium,Manual Labor,No,Underweight,"$30,000-$50,000"
308-49-1256,Type 2 Diabetes,31-45,Male,Pennsylvania,Native American,Never,Heavy,Less than high school,Medicare,5+ times/week,Poor,6-7,Medium,Service Industry,No,Underweight,"$50,000-$75,000"
794-66-9874,Chronic Kidney Disease,46-60,Male,Colorado,Other,Never,Occasional,Less than high school,Uninsured,3-4 times/week,Good,Less than 6,Medium,Healthcare,Yes,Normal,"$30,000-$50,000"
713-55-2176,Breast Cancer,46-60,Female,Colorado,Native American,Former,Heavy,Bachelor's degree,Medicare,Never,Excellent,6-7,Medium,Healthcare,No,Overweight,"$100,000+"
354-81-4636,Liver Disease,18-30,Male,California,Other,Never,Occasional,Some college,Uninsured,1-2 times/week,Fair,8+,Low,Retired,Yes,Underweight,"$75,000-$100,000"
999-90-9826,Hypertension,46-60,Female,Texas,Black,Current,Never,Some college,Private,1-2 times/week,Good,6-7,Low,Education,No,Obese,"$50,000-$75,000"
868-23-3887,Liver Disease,46-60,Male,Colorado,Caucasian,Former,Never,Less than high school,Uninsured,Never,Poor,7-8,High,Unemployed,No,Underweight,"$75,000-$100,000"
110-68-2558,Lung Cancer,18-30,Male,New York,Asian,Current,Regular,Less than high school,Private,1-2 times/week,Fair,7-8,Medium,Education,Yes,Underweight,"$50,000-$75,000"
561-46-1324,Type 2 Diabetes,46-60,Female,Ohio,Caucasian,Former,Heavy,Some college,Private,3-4 times/week,Fair,6-7,High,Manual Labor,Yes,Obese,"$50,000-$75,000"
680-38-3448,Fibromyalgia,18-30,Male,Illinois,Hispanic,Former,Occasional,High school graduate,Medicaid,Never,Good,Less than 6,Medium,Service Industry,No,Underweight,"Less than $30,000"
664-72-8285,Fibromyalgia,61+,Other,Washington,Black,Former,Heavy,Less than high school,Private,5+ times/week,Fair,8+,Low,Retired,Yes,Underweight,"$75,000-$100,000"
568-71-8818,Hypertension,61+,Other,Florida,Other,Current,Never,Bachelor's degree,Medicaid,5+ times/week,Excellent,6-7,High,Retired,No,Underweight,"Less than $30,000"
725-74-5361,Fibromyalgia,46-60,Female,North Carolina,Caucasian,Never,Heavy,Less than high school,Private,3-4 times/week,Poor,6-7,Medium,Retired,Yes,Overweight,"$50,000-$75,000"
397-77-8828,Multiple Sclerosis,18-30,Female,Texas,Black,Current,Heavy,Bachelor's degree,Uninsured,5+ times/week,Fair,Less than 6,High,Education,Yes,Normal,"$75,000-$100,000"
151-37-5130,Arthritis,31-45,Male,North Carolina,Black,Never,Never,High school graduate,Medicaid,3-4 times/week,Poor,8+,Medium,Manual Labor,Yes,Overweight,"$30,000-$50,000"
855-92-3923,Depression,61+,Male,Ohio,Asian,Never,Regular,High school graduate,Private,3-4 times/week,Good,6-7,High,Retired,No,Overweight,"$30,000-$50,000"
859-63-3587,Fibromyalgia,61+,Female,Michigan,Caucasian,Former,Regular,High school graduate,Medicaid,3-4 times/week,Excellent,Less than 6,Low,Retired,Yes,Normal,"Less than $30,000"
434-45-3721,Heart Disease,31-45,Other,Washington,Caucasian,Former,Regular,Graduate degree,Private,Never,Excellent,6-7,Medium,Office/Desk Job,Yes,Obese,"Less than $30,000"
398-90-3427,Breast Cancer,18-30,Male,Washington,Black,Current,Regular,High school graduate,Uninsured,5+ times/week,Poor,Less than 6,High,Retired,Yes,Normal,"$75,000-$100,000"
430-77-2714,Breast Cancer,31-45,Male,Michigan,Black,Former,Regular,High school graduate,Medicaid,5+ times/week,Excellent,6-7,Medium,Education,Yes,Underweight,"$75,000-$100,000"
458-58-3995,Colorectal Cancer,46-60,Other,Florida,Caucasian,Never,Heavy,Some college,Private,3-4 times/week,Good,Less than 6,High,Office/Desk Job,No,Underweight,"$30,000-$50,000"
756-39-6617,Arthritis,18-30,Male,Arizona,Native American,Never,Heavy,Graduate degree,Private,5+ times/week,Good,7-8,Low,Retired,Yes,Underweight,"$75,000-$100,000"
711-68-4752,Obesity,46-60,Male,North Carolina,Other,Former,Regular,Bachelor's degree,Medicare,1-2 times/week,Fair,8+,Low,Healthcare,No,Overweight,"$100,000+"
870-93-6456,Breast Cancer,31-45,Female,Pennsylvania,Native American,Former,Never,Graduate degree,Uninsured,Never,Poor,6-7,Low,Retired,No,Normal,"$100,000+"
714-49-5797,Hypertension,18-30,Male,North Carolina,Other,Never,Heavy,Graduate degree,Private,Never,Fair,6-7,Medium,Retired,Yes,Obese,"Less than $30,000"
603-66-4772,Colorectal Cancer,31-45,Other,Virginia,Black,Never,Regular,High school graduate,Private,5+ times/week,Good,Less than 6,Low,Unemployed,No,Normal,"$30,000-$50,000"
327-85-5540,Chronic Respiratory Disease,18-30,Female,Georgia,Native American,Never,Heavy,Bachelor's degree,Private,1-2 times/week,Excellent,7-8,Medium,Unemployed,No,Underweight,"$50,000-$75,000"
709-87-5609,Sleep Apnea,46-60,Other,Georgia,Black,Current,Heavy,High school graduate,Private,Never,Poor,Less than 6,High,Education,No,Normal,"$50,000-$75,000"
731-10-8068,Chronic Kidney Disease,61+,Male,Arizona,Caucasian,Current,Regular,Some college,Uninsured,1-2 times/week,Fair,8+,Medium,Retired,Yes,Normal,"$100,000+"
768-58-1895,Heart Disease,31-45,Other,North Carolina,Native American,Former,Regular,High school graduate,Uninsured,1-2 times/week,Good,Less than 6,Low,Office/Desk Job,No,Obese,"$100,000+"
400-52-5969,Arthritis,46-60,Female,Ohio,Other,Current,Never,Some college,Medicare,Never,Poor,6-7,Medium,Healthcare,Yes,Obese,"$75,000-$100,000"
444-59-4219,Depression,46-60,Other,Arizona,Asian,Former,Never,Bachelor's degree,Medicare,3-4 times/week,Fair,6-7,High,Manual Labor,No,Normal,"$75,000-$100,000"
706-14-5837,Heart Disease,31-45,Female,Ohio,Caucasian,Former,Regular,Bachelor's degree,Medicaid,3-4 times/week,Excellent,6-7,Low,Education,No,Normal,"$75,000-$100,000"
672-25-1964,Sleep Apnea,18-30,Other,Illinois,Hispanic,Current,Regular,High school graduate,Private,1-2 times/week,Good,7-8,Medium,Service Industry,No,Underweight,"$100,000+"
769-49-8166,Multiple Sclerosis,31-45,Other,Colorado,Caucasian,Former,Heavy,Less than high school,Medicaid,3-4 times/week,Good,8+,Low,Retired,No,Underweight,"$100,000+"
911-14-1541,Hypertension,46-60,Male,Illinois,Black,Current,Regular,Some college,Uninsured,5+ times/week,Poor,7-8,Low,Service Industry,No,Underweight,"$50,000-$75,000"
380-80-1975,Hypertension,31-45,Male,California,Caucasian,Never,Heavy,Graduate degree,Uninsured,5+ times/week,Good,6-7,Low,Healthcare,No,Normal,"$100,000+"
914-87-9679,Type 2 Diabetes,18-30,Male,North Carolina,Black,Current,Never,High school graduate,Private,3-4 times/week,Poor,6-7,Medium,Manual Labor,Yes,Obese,"$75,000-$100,000"
480-30-1574,Multiple Sclerosis,31-45,Male,Colorado,Other,Former,Heavy,Bachelor's degree,Private,Never,Poor,Less than 6,Low,Retired,Yes,Underweight,"$75,000-$100,000"
149-84-9193,Chronic Respiratory Disease,46-60,Female,North Carolina,Other,Current,Regular,Some college,Private,Never,Good,Less than 6,High,Office/Desk Job,Yes,Normal,"$30,000-$50,000"
277-12-3994,Chronic Respiratory Disease,18-30,Female,Colorado,Other,Current,Heavy,Some college,Medicare,1-2 times/week,Good,8+,Medium,Service Industry,No,Overweight,"Less than $30,000"
779-36-2494,Chronic Respiratory Disease,61+,Other,Massachusetts,Other,Never,Heavy,Less than high school,Private,1-2 times/week,Excellent,Less than 6,High,Office/Desk Job,Yes,Normal,"$100,000+"
580-82-7841,Chronic Respiratory Disease,18-30,Other,Georgia,Caucasian,Current,Regular,High school graduate,Uninsured,1-2 times/week,Poor,7-8,Medium,Education,Yes,Overweight,"$75,000-$100,000"
976-11-9256,Sleep Apnea,46-60,Male,Ohio,Asian,Current,Never,Less than high school,Medicaid,Never,Excellent,Less than 6,Medium,Retired,No,Underweight,"$75,000-$100,000"
476-81-5357,Fibromyalgia,46-60,Female,Arizona,Other,Never,Heavy,Less than high school,Uninsured,1-2 times/week,Poor,Less than 6,High,Manual Labor,No,Overweight,"$75,000-$100,000"
259-23-7008,Chronic Respiratory Disease,31-45,Male,Texas,Other,Current,Occasional,Less than high school,Medicaid,Never,Excellent,7-8,Medium,Office/Desk Job,Yes,Overweight,"$75,000-$100,000"
779-78-3630,Heart Disease,61+,Male,Massachusetts,Hispanic,Never,Heavy,Bachelor's degree,Medicare,5+ times/week,Excellent,7-8,High,Retired,Yes,Underweight,"$75,000-$100,000"
827-99-2615,Multiple Sclerosis,46-60,Male,Florida,Hispanic,Never,Regular,Graduate degree,Private,5+ times/week,Good,Less than 6,Low,Office/Desk Job,Yes,Normal,"$75,000-$100,000"
543-60-5922,Multiple Sclerosis,46-60,Other,Colorado,Native American,Former,Never,Some college,Uninsured,3-4 times/week,Good,6-7,High,Manual Labor,No,Overweight,"$100,000+"
614-91-1137,Heart Disease,61+,Female,Colorado,Asian,Former,Occasional,Bachelor's degree,Medicare,3-4 times/week,Fair,Less than 6,High,Manual Labor,No,Overweight,"$75,000-$100,000"
825-94-2592,Lung Cancer,61+,Male,Illinois,Native American,Current,Occasional,Some college,Medicaid,Never,Excellent,8+,Medium,Healthcare,Yes,Obese,"$100,000+"
223-27-9932,Chronic Respiratory Disease,46-60,Female,North Carolina,Black,Never,Never,Some college,Uninsured,5+ times/week,Good,8+,Low,Unemployed,Yes,Normal,"$75,000-$100,000"
899-88-9547,Arthritis,61+,Female,Massachusetts,Black,Never,Heavy,Some college,Medicare,5+ times/week,Excellent,Less than 6,Low,Retired,Yes,Underweight,"Less than $30,000"
514-68-9625,Type 2 Diabetes,61+,Male,New York,Other,Former,Occasional,High school graduate,Medicaid,Never,Fair,Less than 6,High,Retired,Yes,Obese,"$50,000-$75,000"
677-57-1897,Obesity,31-45,Male,Michigan,Hispanic,Former,Heavy,Graduate degree,Medicare,5+ times/week,Fair,7-8,Low,Education,No,Normal,"$30,000-$50,000"
460-42-9040,Heart Disease,61+,Male,Florida,Native American,Former,Heavy,Some college,Private,3-4 times/week,Good,7-8,Low,Retired,Yes,Normal,"$50,000-$75,000"
745-40-9511,Arthritis,31-45,Female,New York,Asian,Never,Never,Less than high school,Medicare,Never,Fair,Less than 6,High,Healthcare,No,Underweight,"$75,000-$100,000"
716-52-1910,Obesity,31-45,Other,Georgia,Black,Never,Regular,Less than high school,Medicaid,5+ times/week,Poor,Less than 6,Low,Education,No,Normal,"$100,000+"
652-99-4141,Heart Disease,46-60,Male,North Carolina,Asian,Current,Heavy,Some college,Medicaid,1-2 times/week,Good,Less than 6,Medium,Manual Labor,No,Obese,"$50,000-$75,000"
113-50-9012,Colorectal Cancer,61+,Male,Texas,Asian,Former,Heavy,High school graduate,Private,1-2 times/week,Poor,8+,Medium,Retired,Yes,Overweight,"$100,000+"
163-54-1922,Lung Cancer,31-45,Female,Virginia,Native American,Current,Occasional,Graduate degree,Medicaid,3-4 times/week,Poor,Less than 6,Medium,Manual Labor,Yes,Obese,"$100,000+"
657-48-9764,Multiple Sclerosis,31-45,Female,Virginia,Asian,Former,Occasional,Bachelor's degree,Private,Never,Fair,Less than 6,Medium,Unemployed,No,Obese,"$75,000-$100,000"
156-68-6253,Liver Disease,31-45,Female,Georgia,Asian,Never,Occasional,Graduate degree,Uninsured,5+ times/week,Poor,7-8,Low,Manual Labor,No,Underweight,"$75,000-$100,000"
251-83-9303,Type 2 Diabetes,31-45,Other,Virginia,Caucasian,Former,Heavy,Some college,Medicaid,3-4 times/week,Good,8+,Low,Retired,Yes,Obese,"Less than $30,000"
441-48-3630,Hypertension,61+,Male,Arizona,Caucasian,Former,Never,High school graduate,Medicaid,Never,Good,Less than 6,High,Retired,Yes,Overweight,"$30,000-$50,000"
823-75-5648,Obesity,46-60,Male,Pennsylvania,Caucasian,Former,Heavy,Less than high school,Private,5+ times/week,Poor,8+,Medium,Office/Desk Job,Yes,Underweight,"$50,000-$75,000"
353-94-7410,Sleep Apnea,61+,Male,Massachusetts,Asian,Never,Heavy,Bachelor's degree,Medicare,1-2 times/week,Good,6-7,High,Retired,Yes,Underweight,"$100,000+"
112-70-7813,Type 2 Diabetes,31-45,Male,Virginia,Hispanic,Never,Regular,Graduate degree,Medicare,3-4 times/week,Excellent,8+,Low,Healthcare,No,Obese,"$50,000-$75,000"
904-33-9564,Colorectal Cancer,31-45,Female,Georgia,Native American,Former,Never,Less than high school,Medicaid,3-4 times/week,Excellent,Less than 6,High,Office/Desk Job,No,Overweight,"$50,000-$75,000"
612-22-3716,Colorectal Cancer,31-45,Other,Colorado,Other,Current,Occasional,High school graduate,Medicare,Never,Good,Less than 6,Medium,Healthcare,Yes,Overweight,"$30,000-$50,000"
768-89-8056,Arthritis,46-60,Female,Illinois,Caucasian,Current,Never,High school graduate,Uninsured,3-4 times/week,Excellent,8+,Medium,Retired,Yes,Obese,"$75,000-$100,000"
509-96-4316,Type 2 Diabetes,31-45,Male,Texas,Asian,Former,Occasional,High school graduate,Private,1-2 times/week,Poor,Less than 6,High,Manual Labor,Yes,Underweight,"Less than $30,000"
334-58-5190,Chronic Respiratory Disease,31-45,Female,Michigan,Native American,Never,Heavy,Less than high school,Private,5+ times/week,Excellent,8+,Low,Education,Yes,Underweight,"$100,000+"
435-87-5988,Lung Cancer,61+,Male,Michigan,Caucasian,Current,Never,Graduate degree,Medicaid,3-4 times/week,Good,Less than 6,High,Retired,Yes,Overweight,"$100,000+"
231-92-7878,Lung Cancer,31-45,Male,New York,Asian,Current,Never,Less than high school,Private,1-2 times/week,Excellent,6-7,High,Retired,No,Normal,"Less than $30,000"
657-22-6453,Heart Disease,61+,Male,Illinois,Black,Never,Regular,Less than high school,Medicaid,Never,Good,8+,Medium,Retired,No,Underweight,"Less than $30,000"
736-30-3741,Hypertension,18-30,Other,North Carolina,Native American,Never,Never,Some college,Medicare,3-4 times/week,Excellent,7-8,High,Service Industry,No,Obese,"$100,000+"
643-63-4695,Heart Disease,61+,Other,Colorado,Black,Never,Occasional,Some college,Uninsured,3-4 times/week,Fair,Less than 6,Low,Healthcare,No,Obese,"$75,000-$100,000"
404-64-7573,Heart Disease,61+,Other,Colorado,Asian,Former,Never,Graduate degree,Medicaid,3-4 times/week,Excellent,Less than 6,Low,Retired,No,Overweight,"$75,000-$100,000"
489-63-5808,Heart Disease,61+,Male,Pennsylvania,Asian,Former,Never,Less than high school,Uninsured,Never,Fair,8+,Medium,Education,Yes,Obese,"Less than $30,000"
670-12-6020,Heart Disease,61+,Other,Colorado,Caucasian,Never,Occasional,Some college,Medicaid,1-2 times/week,Poor,6-7,High,Unemployed,No,Obese,"$100,000+"
310-58-6475,Type 2 Diabetes,31-45,Female,Massachusetts,Native American,Never,Occasional,Some college,Medicare,Never,Good,6-7,Low,Office/Desk Job,Yes,Obese,"Less than $30,000"
652-55-4662,Obesity,31-45,Other,California,Black,Former,Heavy,Bachelor's degree,Private,Never,Good,8+,High,Service Industry,No,Obese,"$75,000-$100,000"
724-72-8825,Heart Disease,46-60,Male,Texas,Caucasian,Never,Never,Bachelor's degree,Private,5+ times/week,Excellent,7-8,Medium,Unemployed,Yes,Normal,"$100,000+"
832-71-8015,Lung Cancer,61+,Other,Pennsylvania,Black,Current,Heavy,Bachelor's degree,Uninsured,1-2 times/week,Good,6-7,Medium,Unemployed,Yes,Obese,"Less than $30,000"
987-55-5543,Chronic Kidney Disease,46-60,Other,Virginia,Black,Never,Regular,Graduate degree,Uninsured,Never,Poor,Less than 6,Low,Office/Desk Job,Yes,Normal,"Less than $30,000"
262-38-1588,Hypertension,31-45,Female,Texas,Asian,Never,Occasional,Graduate degree,Medicaid,Never,Excellent,7-8,Medium,Education,No,Obese,"$100,000+"
594-20-5793,Lung Cancer,31-45,Male,Michigan,Native American,Current,Heavy,High school graduate,Medicaid,3-4 times/week,Excellent,Less than 6,High,Retired,No,Underweight,"$30,000-$50,000"
559-24-7104,Lung Cancer,46-60,Other,Virginia,Other,Former,Regular,High school graduate,Medicaid,3-4 times/week,Fair,Less than 6,High,Service Industry,No,Underweight,"Less than $30,000"
811-64-8232,Chronic Respiratory Disease,18-30,Female,Ohio,Asian,Never,Never,Graduate degree,Private,5+ times/week,Fair,6-7,Low,Education,No,Normal,"Less than $30,000"
376-86-4695,Obesity,61+,Female,Washington,Hispanic,Never,Never,High school graduate,Uninsured,3-4 times/week,Good,7-8,Low,Retired,Yes,Normal,"$75,000-$100,000"
322-20-7825,Arthritis,46-60,Other,Colorado,Native American,Current,Heavy,Some college,Medicare,Never,Excellent,6-7,Medium,Unemployed,Yes,Obese,"$75,000-$100,000"
613-67-3922,Arthritis,61+,Female,Illinois,Asian,Former,Heavy,Some college,Private,1-2 times/week,Excellent,7-8,Low,Manual Labor,Yes,Normal,"$75,000-$100,000"
398-85-9816,Sleep Apnea,46-60,Male,Illinois,Asian,Never,Heavy,Bachelor's degree,Medicare,3-4 times/week,Fair,8+,Low,Healthcare,Yes,Underweight,"$75,000-$100,000"
359-14-2929,Liver Disease,31-45,Male,New York,Native American,Never,Occasional,Graduate degree,Medicaid,3-4 times/week,Good,6-7,Medium,Service Industry,No,Overweight,"$100,000+"
967-46-3785,Obesity,46-60,Other,Florida,Black,Former,Never,Some college,Medicaid,1-2 times/week,Good,Less than 6,Medium,Manual Labor,No,Overweight,"$50,000-$75,000"
963-55-1819,Lung Cancer,61+,Female,Georgia,Asian,Never,Occasional,Less than high school,Uninsured,3-4 times/week,Excellent,6-7,High,Retired,No,Underweight,"$30,000-$50,000"
866-96-6550,Heart Disease,46-60,Other,North Carolina,Black,Never,Never,Graduate degree,Medicare,5+ times/week,Excellent,Less than 6,Low,Retired,Yes,Underweight,"$75,000-$100,000"
870-72-5756,Chronic Respiratory Disease,18-30,Male,Massachusetts,Black,Former,Heavy,Some college,Medicaid,5+ times/week,Good,6-7,High,Unemployed,Yes,Underweight,"$100,000+"
730-65-7627,Hypertension,31-45,Female,Texas,Native American,Former,Regular,Less than high school,Private,1-2 times/week,Excellent,6-7,Low,Office/Desk Job,Yes,Obese,"$100,000+"
203-77-4007,Obesity,61+,Female,Georgia,Asian,Former,Regular,High school graduate,Medicare,1-2 times/week,Excellent,Less than 6,High,Retired,Yes,Overweight,"Less than $30,000"
662-26-7116,Chronic Respiratory Disease,18-30,Female,Colorado,Black,Never,Heavy,High school graduate,Uninsured,Never,Fair,8+,High,Healthcare,Yes,Overweight,"$75,000-$100,000"
439-86-9936,Breast Cancer,31-45,Female,Georgia,Other,Never,Never,Some college,Uninsured,5+ times/week,Good,7-8,High,Office/Desk Job,Yes,Underweight,"$30,000-$50,000"
320-96-5729,Lung Cancer,46-60,Male,Washington,Black,Current,Occasional,Graduate degree,Medicare,5+ times/week,Poor,6-7,Medium,Unemployed,No,Normal,"$100,000+"
251-92-1906,Breast Cancer,46-60,Other,Washington,Black,Never,Heavy,Less than high school,Medicare,5+ times/week,Excellent,6-7,Low,Education,No,Underweight,"$50,000-$75,000"
304-14-9141,Fibromyalgia,18-30,Female,Illinois,Caucasian,Former,Never,Bachelor's degree,Medicaid,3-4 times/week,Excellent,6-7,Medium,Manual Labor,Yes,Overweight,"$75,000-$100,000"
590-66-2182,Hypertension,31-45,Male,Michigan,Hispanic,Never,Regular,Bachelor's degree,Private,1-2 times/week,Good,Less than 6,High,Healthcare,Yes,Obese,"$100,000+"
335-85-1332,Type 2 Diabetes,18-30,Female,Pennsylvania,Asian,Current,Occasional,Graduate degree,Medicaid,3-4 times/week,Excellent,8+,Low,Education,Yes,Obese,"$100,000+"
762-47-7013,Sleep Apnea,61+,Other,Colorado,Black,Never,Regular,High school graduate,Uninsured,Never,Fair,6-7,High,Retired,Yes,Overweight,"$30,000-$50,000"
996-95-7667,Lung Cancer,31-45,Male,Massachusetts,Asian,Never,Occasional,Some college,Medicaid,Never,Excellent,6-7,High,Healthcare,No,Normal,"Less than $30,000"
775-23-7506,Heart Disease,46-60,Female,New York,Native American,Former,Never,Graduate degree,Uninsured,1-2 times/week,Excellent,Less than 6,High,Office/Desk Job,Yes,Obese,"$75,000-$100,000"
119-92-5702,Sleep Apnea,31-45,Other,Massachusetts,Asian,Former,Heavy,Bachelor's degree,Medicare,Never,Poor,Less than 6,High,Retired,No,Underweight,"$100,000+"
